id,claim_id,book_name,k_found,buckets_covered,unique_chapters,split,backend,K,candidate_pool,max_per_chapter,enforce_buckets,run_id
131,131_c02,The Count of Monte Cristo,12,3,2,test,bm25,12,80,12,False,run_20260225_221138
61,61_c01,In search of the castaways,12,3,8,test,bm25,12,80,12,False,run_20260225_221138
61,61_c02,In search of the castaways,12,3,10,test,bm25,12,80,12,False,run_20260225_221138
86,86_c01,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
86,86_c02,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
86,86_c03,In search of the castaways,12,2,5,test,bm25,12,80,12,False,run_20260225_221138
38,38_c01,In search of the castaways,12,3,8,test,bm25,12,80,12,False,run_20260225_221138
38,38_c02,In search of the castaways,12,3,8,test,bm25,12,80,12,False,run_20260225_221138
38,38_c03,In search of the castaways,12,3,8,test,bm25,12,80,12,False,run_20260225_221138
132,132_c01,The Count of Monte Cristo,12,2,2,test,bm25,12,80,12,False,run_20260225_221138
132,132_c02,The Count of Monte Cristo,12,3,2,test,bm25,12,80,12,False,run_20260225_221138
77,77_c01,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
70,70_c01,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
70,70_c02,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
70,70_c03,In search of the castaways,12,1,6,test,bm25,12,80,12,False,run_20260225_221138
70,70_c04,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
115,115_c01,The Count of Monte Cristo,12,3,2,test,bm25,12,80,12,False,run_20260225_221138
115,115_c02,The Count of Monte Cristo,12,2,3,test,bm25,12,80,12,False,run_20260225_221138
78,78_c01,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
78,78_c02,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
78,78_c03,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
78,78_c04,In search of the castaways,12,2,5,test,bm25,12,80,12,False,run_20260225_221138
78,78_c05,In search of the castaways,12,2,5,test,bm25,12,80,12,False,run_20260225_221138
87,87_c01,The Count of Monte Cristo,12,3,2,test,bm25,12,80,12,False,run_20260225_221138
87,87_c02,The Count of Monte Cristo,12,3,2,test,bm25,12,80,12,False,run_20260225_221138
87,87_c03,The Count of Monte Cristo,12,3,2,test,bm25,12,80,12,False,run_20260225_221138
75,75_c01,In search of the castaways,12,2,5,test,bm25,12,80,12,False,run_20260225_221138
75,75_c02,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
75,75_c03,In search of the castaways,12,1,4,test,bm25,12,80,12,False,run_20260225_221138
44,44_c01,In search of the castaways,12,3,8,test,bm25,12,80,12,False,run_20260225_221138
44,44_c02,In search of the castaways,12,3,8,test,bm25,12,80,12,False,run_20260225_221138
44,44_c03,In search of the castaways,12,3,8,test,bm25,12,80,12,False,run_20260225_221138
